game,home_team,fifth_player
200704170WAS,29,197
200612010PHO,22,401
200703170ORL,20,185
200611030PHO,22,401
200704050SAS,25,427
200611290CLE,4,456
200701060CHI,3,272
200703300PHO,22,413
200701290ATL,0,435
200612020UTA,28,299
200703040MIL,15,378
200701260TOR,27,356
200704060CHA,2,360
200703020PHO,22,413
200612230CLE,4,259
200611030IND,10,409
200703220MEM,13,419
200703230SEA,26,354
200704090SAS,25,427
200701310TOR,27,221
200701170MEM,13,335
200703160TOR,27,418
200701100DEN,6,281
200701230WAS,29,161
200704150ORL,20,432
200611210LAL,12,444
200704060BOS,1,392
200704100NOK,18,357
200701220DEN,6,411
200702070BOS,1,380
200701050LAL,12,404
200611060DAL,5,211
200703060DEN,6,411
200703020MIN,16,433
200612110NYK,19,342
200704060HOU,9,273
200702070MIN,16,431
200701090PHO,22,413
200702220DAL,5,224
200702020ORL,20,185
200703060DAL,5,211
200701200NOK,18,437
200612150MEM,13,379
200703110TOR,27,356
200612270TOR,27,418
200611200UTA,28,295
200703010SEA,26,354
200611080SAC,24,309
200703230TOR,27,320
200702200NYK,19,412
200701220LAL,12,404
200702130MIL,15,378
200702050ATL,0,406
200703260MIA,14,438
200703170SEA,26,354
200703310POR,23,289
200701310ATL,0,455
200701200HOU,9,428
200702070ATL,0,455
200703030DAL,5,224
200701260LAL,12,404
200612030PHI,21,384
200701070LAL,12,387
200702230MIN,16,431
200704010HOU,9,452
200703140MEM,13,419
200701270IND,10,288
200612100TOR,27,418
200611240UTA,28,337
200704040MIL,15,378
200704170WAS,29,197
200703060DEN,6,411
200612090DAL,5,224
200703100ATL,0,455
200703300CHA,2,446
200703060MIN,16,366
200701300IND,10,434
200701240SAS,25,427
200703210ATL,0,455
200701200DET,7,420
200703100CHA,2,391
200703250ATL,0,435
200703300LAL,12,394
200611190SAC,24,398
200701050MIL,15,411
200703070PHI,21,450
200701170SAS,25,427
200703200CHI,3,421
200611090CLE,4,456
200611280NOK,18,437
200611140UTA,28,374
200703270NOK,18,437
200701310TOR,27,221
200612100LAL,12,404
200701120PHI,21,450
200703120PHO,22,348
200611200SEA,26,359
200612130PHI,21,267
200703220CHI,3,329
200612140GSW,8,319
200703160LAL,12,376
200702030CHA,2,360
200612120ATL,0,455
200702100NOK,18,437
200611290GSW,8,434
200701290MEM,13,335
200703230LAC,11,424
200701280BOS,1,445
200703060NYK,19,412
200612200MIL,15,411
200704110DET,7,420
200702260UTA,28,374
200701100MIN,16,431
200702240MIL,15,378
200703170MEM,13,419
200702230ORL,20,246
200611180WAS,29,197
200612300IND,10,409
200611010CLE,4,257
200702200CHI,3,329
200612080SAS,25,368
200611270UTA,28,299
200701300CLE,4,257
200703070ATL,0,455
200702030WAS,29,161
200704070SAS,25,427
200701030POR,23,454
200612180MEM,13,335
200701100NYK,19,410
200702090TOR,27,418
200703040PHI,21,450
200612100CHA,2,391
200611010NJN,17,442
200611250NYK,19,412
200611020DAL,5,211
200702130NJN,17,222
200702230TOR,27,418
200703230PHI,21,415
200702210ATL,0,455
200704080TOR,27,418
200702250DET,7,420
200703170MIL,15,378
200703080SAC,24,398
200612150DAL,5,224
200702090BOS,1,380
200612150DAL,5,224
200704010TOR,27,320
200611140MIN,16,433
200703180NYK,19,410
200703260NYK,19,410
200612260DEN,6,361
200701280BOS,1,380
200611050TOR,27,418
200704160MIL,15,378
200612010POR,23,454
200612170DET,7,448
200611240PHI,21,450
200703020PHO,22,348
200704140POR,23,393
200701210PHI,21,384
200611060UTA,28,299
200704010ORL,20,432
200703020WAS,29,113
200703230TOR,27,439
200704180TOR,27,418
200702110PHI,21,450
200612250MIA,14,205
200703140CHA,2,446
200701310BOS,1,445
200703010DAL,5,224
200612160NJN,17,365
200703150MIL,15,378
200611260DEN,6,451
200702140PHI,21,384
200612220ORL,20,432
200703020PHO,22,348
200703210SEA,26,354
200701130LAC,11,399
200703130MIA,14,397
200703230ATL,0,382
200612070DAL,5,204
200702080NOK,18,357
200701070MIN,16,431
200701030TOR,27,320
200704180TOR,27,356
200703050ORL,20,432
200612300DAL,5,224
200703150NJN,17,442
200702230ATL,0,455
200701170HOU,9,347
200704030IND,10,402
200701250CHI,3,436
200703130MIA,14,438
200702220WAS,29,161
200611290GSW,8,319
200701200CHA,2,293
200611240BOS,1,445
200703120GSW,8,319
200701060ATL,0,455
200701150DET,7,420
200703030LAC,11,424
200611120POR,23,454
200611150SEA,26,359
200702280PHI,21,450
200701310TOR,27,221
200701260NOK,18,357
200612150CLE,4,456
200704040HOU,9,452
200612220DEN,6,451
200701020DAL,5,224
200703130MIA,14,158
200703260BOS,1,392
200701130SAS,25,292
200612060MIL,15,411
200612130MIA,14,367
200701190ATL,0,455
200701050MIN,16,431
200704170GSW,8,319
200703260UTA,28,337
200701100ATL,0,403
200612260IND,10,385
200701200NJN,17,442
200612220ORL,20,429
200612120MIL,15,378
200703210CLE,4,456
200701270ATL,0,455
200702110SAC,24,398
200701200WAS,29,161
200703300ORL,20,246
200612100TOR,27,418
200702130MEM,13,419
200704120LAL,12,444
200702150LAL,12,387
200612270CHA,2,446
200701170POR,23,454
200704090MIN,16,431
200703260CHI,3,436
200702030PHO,22,280
200702140LAC,11,399
200702030DAL,5,224
200703060DAL,5,224
200611220CHA,2,360
200702280BOS,1,349
200703300CHA,2,446
200703110LAL,12,297
200702200CHI,3,329
200703230NOK,18,437
200701250LAC,11,424
200703110BOS,1,349
200701300IND,10,358
200701100MIN,16,431
200611030MIA,14,438
200702230LAL,12,394
200704060ATL,0,435
200702250MIA,14,397
200701040DAL,5,224
200703170CLE,4,386
200611140GSW,8,310
200612050NJN,17,442
200702030DAL,5,224
200611220GSW,8,310
200612300CHI,3,272
200704030MIN,16,366
200701120MEM,13,335
200701230CHI,3,436
200612100CHA,2,391
200701020CHI,3,272
200612160MIA,14,438
200611300MIA,14,205
200703250ATL,0,435
200612040NYK,19,410
200704180TOR,27,418
200612020LAC,11,424
200703080ORL,20,432
200701070PHO,22,413
200703030ATL,0,455
200612110NYK,19,410
200611030ATL,0,406
200611100LAL,12,404
200704080PHI,21,450
200701190NYK,19,410
200611050ATL,0,455
200611210DAL,5,204
200612310SEA,26,269
200611120POR,23,454
200611220MIN,16,433
200702130LAL,12,376
200703020PHI,21,450
200704040LAC,11,424
200704100CHA,2,446
200612260DET,7,448
200611170MEM,13,313
200612310SEA,26,359
200702250DET,7,420
200611060CHI,3,272
200612160ORL,20,432
200701180DAL,5,224
200612230MIA,14,302
200704100CHI,3,329
200611150DET,7,420
200612150POR,23,430
200701260PHI,21,384
200703220MEM,13,379
200701100WAS,29,370
200611280NJN,17,365
200701060DEN,6,361
200612080DEN,6,451
200611140MIA,14,438
200702270IND,10,358
200701020SAC,24,309
200701020CHI,3,436
200702230DEN,6,451
200612300MEM,13,417
200703050ORL,20,234
200703160PHI,21,415
200702150LAL,12,404
200701270GSW,8,409
200612310LAL,12,404
200611140HOU,9,428
200704030LAL,12,376
200611150BOS,1,445
200703020SAS,25,423
200612090CLE,4,259
200703020DEN,6,451
200703160TOR,27,250
200702140PHI,21,384
200612130WAS,29,197
200701080DEN,6,451
200701240IND,10,434
200704040HOU,9,452
200704060PHI,21,384
200702140PHI,21,384
200612130CLE,4,259
200611080DEN,6,281
200701050HOU,9,428
200703020MIN,16,353
200704170GSW,8,409
200612010ATL,0,455
200704150LAC,11,424
200702230NYK,19,410
200612260DET,7,420
200701200GSW,8,409
200612290TOR,27,320
200703230GSW,8,319
200701220LAL,12,444
200702020CLE,4,386
200702090TOR,27,418
200612200BOS,1,380
200701170CHA,2,360
200702200SAS,25,368
200701190MIN,16,431
200704180LAC,11,424
200702150LAL,12,444
200611070NOK,18,437
200704040MIL,15,378
200701190PHI,21,369
200701280LAL,12,404
200704060MEM,13,419
200611110ATL,0,455
200702080SAC,24,309
200702110GSW,8,409
200704100ATL,0,435
200701120POR,23,454
200703210SAS,25,423
200611290DAL,5,296
200703230GSW,8,409
200701110CHI,3,441
200611270DAL,5,204
200611100TOR,27,418
200703310NOK,18,437
200611080WAS,29,197
200611250DAL,5,211
